label,label_text,clean_text
1,Positive,الجوده، وكرم الضيافه، وتصرفات الود العشوائيه عطلتنا في المكسيك كانت ممتازه، وذلك راجع الي حد كبير الي جوده اماكن اقامه ميشيل وبيتر في سوليمار الي جانب شخصيه ميشيل المنفتحه والضيافه الصادقه وتصرفات الود العشوائيه ومن الواضح ان ميشيل قطعت اشواطا بعيده في تزيين وتجهيز كافه تلك الشقق بوسائل الراحه التي تجعل النزلاء يشعرون كما لو كانوا في بيوتهم ابهرتنا ايضا معرفه ميشيل الواسعه بمجتمع كانكون والجزر المجاوره قبل و اثناء اقامتنا فانها كثيرا ماكان ترسل لنا عبر البريد الالكتروني وتقترح اماكن فخمه لتناول الطعام ووجهات رائعه اضافت المزيد من المتعه الي استكشافاتنا اكثر ماابهرنا وماشعرنا نحوه بالتقدير هو اهتمام ميشيل الشديد بان يكون لدي ضيوفها كل ما يحتاجون اليه للشعور بالراحه و الامان والاسترخاء حتي قبل ان نصل، تمت كامل معاملتنا بمنتهي اليسر من خلال عمل وديعه في حسابهم بالبنك الامريكي رتبت ميشيل ايضا لتجهيز اتصال كابل انترنت امن لنا مسبقا بدون تردد، فاننا نوصي بميشيل و بيتر للاخرين
2,Mixed,رؤيه زوربا ومنطقيته في الحياه بسيطه وعميقه في ان واحد روايه جميله مقارنه بعدد صفحاتها
1,Positive,هل تكفي نجوم حقا كنت اسال نفسي حين قررت التقييم سيرانيوا صاحب الانف الكبير الرجل البطل الاديب الشهم والشجاع في ملحمه شعريه بطوليه اي قلب كان يملك سيرانيوا كي يحتمل ما احتمل ان الفن والابداع يتجلي في هذه الروايه بابهي صوره وارق كلماته وانني اسف علي تلك القلوب التي تحطمت بسبب نظره احدهم الي الشكل دون الجوهر والقلب كرهت روكسان واحببتها لكني احببت سيرانيوا من اول مشهد مبارزه اما كرستيان فقد اثبت انه بطل نبيل في اخر لحظت حياته روايه صارخه بمعاني الحب والتضحيه والبطوله بالمناسبه اذا اردت ان تعرف معني القبله فلابد ان تقرا هذه الروايه
1,Positive,جممممييله جددداا، احتوت عنصر الخياال، وتداخلت فيهاا الحوارات بالعااميه، فكرتها جميله وكتاب ممتع جدا
0,Negative,خدمه حلوه لكن المطعم فاشل لو يغير نشاطه للشاورما افضل له الاكل اكرم الله النعمه ماعنده الا الشوربه فقط
1,Positive,فندق رائع طاقم عمل الاستقبال ومعاملتهم الطبيه والحسنه، وبالاحري هيثم وايناس والملاح جميعهم ذووووووق
0,Negative,مقبول قربه من محطه ميترو برجمان ريحه سجائر في الغرف بالرغم ان اخترنا غرفه لغير المدخنينالاسره غير نظيفه
0,Negative,كثير من التفاصيل باقي اقل من صفحه
0,Negative,نصب واحتيال المسطحات الخضراء فندق رديء ونصابين حجزت غرف وانا متاكد من ذلك علي حسب الايميل ، واجبرونا علي اخذ غرف واستغلوا اننا متعبين ويقولون هذا حجزكم للاسف
1,Positive,اسرتني دوريان بشعرها البسيط جدا المحمل باجمل المعاني والافكار واقتبست من دواوينها بعض الجمل والابيات لطالما احببت اكثر مما يلزم او ليس بما فيه الكفايه هذا ما يحدث احيانا ياتي الملاك الي نافذتك، وهج ساطع وجناحان اسودان لكنك لشده ما انت متعب لا تقوي علي فتح النافذه تاريخا الولاده والموت تفصل بينها شرطه، شق وجيز وعميق كاستعاره للحياه اسمع امراه تغني بصوت منخفض اغنيه يفترض ان تينع عند سماعها الاف القلوب الاشجار، تلك الكائنات التي تنتمي الي عالم الصمت، التي لا تبالي البته بشان المال او السياسه، السلطه او الاداره، الخطا او الصواب، التي لا تريد من الليل الا القليل، بضع نجمات ماتت وخبا ضوؤها، وبومه بيضاء تتنقل بين اطرافها، لا تريد سوي ان تغرز جذورها في الارض الرطبه محدثه الرعب في مملكه الديدان، او ان تهز رؤوسها الناعسه مثل عارضات الازياء او قدامي الهيبيين لو كان في وسع الاشجار ان تتكلم لما فعلت، كانت دندنت همسا نغمه خضراء فحسب، كانت رمت اكواز الصنوبر علي الشوارع الفارغه، وحملت المسؤوليه، بهزه كتف لا مباليه، للريح البارده
1,Positive,تجربه جميله بساطه التعاملالحرص علي راحه العميلالموقعالنظافه مواقف السياراتعدم وجود عزل للصوت
0,Negative,قتلت حشره خلال فتره اقامتي ايام دولار يوميا لمده ليال وجدنا شعرا علي السرير بعدما طلبنا تغيير شراشف السرير وقتلت حشره في الغرفه خلال فتره الاقامه ايام كل يوم كنا نستيقظ مبكرا في الساعه صباحا بسبب مسافر اخر يستيقظ مبكرا عازل الصوت في الجدران كان سيئا
1,Positive,روايه بالغه الروعه تنتشل قارئها من عمق الوجود والوعي والواقع المسطح القبيح الي اعمق نقطه في روح الانسانيه النقيه المجرده من كل الاثام التي شهدها التاريخ تسحب قارئها بصوره مستمره ليشهد عذابات الانسان النقي جراء ما اقترفه اخوه الانسان الذي تمرد علي الفطره السليمه واراد ان يبني امجادا مصطنعه علي حساب كل ما هو حقيقي وبريئ وطاهره في نفسه وفي الوجود حوله هذه الروايه تمثل استعراضا رائعا لانطباعات الانسان في المنفي، ولتجربه الموت، والمرض والرحيل استعراضا لادق دقائق وخلجات الروح المتجرده من الدنيا التي نعرفها في حياتنا اليوميه المتكرره ادمنت السوناتا وادمنت مذكرات الحداد وكل كلمه كتبتها مي في كراستها النيليه غرقت كثيرا في خيالاتي محاولا رسم لوحاتها واضحه في مخيلتي او متخيلا فراشات القدس الرائعه وهي تطوف في الجو بالقرب مني اغرق في محاولات عبثيه لتذوق عبق طرقات المدينه العتيقه ورائحه الخبز في التنور واخشاب الزيتون وعطور مسك الليل والياسمين الاشبيلي ثم انفصل عن الواقع محاولا الانصات لسوناتات مامي دنيا وكوادميلا ويوبا وفي كل جرعه من القراءه ادون اسماءالفنانين واستمع اليهم في المساء، كم كنت سعيدا باستكشاف ذلك العالم الرائع البديع وكثيرا ما اعدت قراءه الفقرات مرتين او ثلاثه او اندفع في ترديدها بصوت خافت كالصلوات السريه لست ادري اي سحر كان هذا، ولست ادري ان كان ذلك السحر خاصا بهذه الروايه فحسب ام ان كل روايات واسيني الاعرج تتميز بهذا السحر فهذه هي روايتي الاولي له، وكل شوق في هذه اللحظات للبدا في قراءه رواياته الاخري واخترت البيت الاندلسي لتكون روايتي التاليه
1,Positive,رائع موظف الاستقبال احمد يماني موظف راقي في تعامله متعاون جدا مع الزبائن اقدم له شكري وتقديري
0,Negative,ضعيف جدا لا شئ الفندق لا يطل علي البحر
2,Mixed,حرقه فلسطين في ماده ادبيه ينزفها درويش بكل ملاحمها و خيباتها المتكرره
0,Negative,عاديه جدا المكان والحمام وسيع والنظافه الي حد ما مقبوله السرير جدا مزعج ومؤلم والمكيف ع طول بارد
1,Positive,رائع قيمه السكن المطبخ وادواته المطعم بوفيه الفندق نظافته سيئه جدا لاانصح الاكل منه ابدا الحشرات كثيره فيه الغرفه لايوجد فيها واي فاي
2,Mixed,هذا الكتاب عباره عن مجموعه من المقالات للاستاذ عبد الوهاب مطاوع كتبها باسلوبه الرشيق البسيط منها روماتيزم الصداقه، والقفز فوق الحواجز، وفوق العارضه، وواحد من البشر، ودموع لا يراها احد وغيرها تحميل الكتاب مجانا
2,Mixed,وسط الهدوءالنظافه خدمه الاستقبال خلوني اضطر ادفع مرتين بسبب غلط الموظفه انها ما شحنت جهاز الفيزا وطفي اثناء العمليهشبابيك الغرفه ما تفتحالحمام مافيه مروحه شفطاستغلال في السعر حيث رفعوا السعر عن ما هو مذكور في الموقع احتجاجا بالظريبه
0,Negative,اضجرتني تراكبيه غير المتناغمه
1,Positive,انا عشت ثلاث روايات في روايه واحده عشت اولا مع نور الله من اول صفحه عشت ثانيا مع طيف وناديا عشت ثالثا مع علي وابوه الكاتب عيشني كل حاله كما ينبغي ان تكون وكانه فيلم بيعرض امامي مع كل ده كنت سايبه بيتي وعايشه في سمرقند كنت ساعطيها خمس لكن بسبب بعض ادعيه الشرك للامام البخاري وسرد الزنا ع انه خطيئه فقط قررت اعطائها اربع فقط
0,Negative,سيئ جدا وفيه ريحه سيئه مساحه الغرف كبيره سوء خدمه وغرف غير جيده
2,Mixed,تظل سفاري خيرصديق ورفيق في طريقي للكليه ذهابا وايابا اظن انه اقل الاعداد من حيث وجود فكره جديده ولطالما شاهدت عمليات سطو القراصنه بطريقه مماثله وتقريبا دا ال الوحيد اللي له علامه ناصعه في العدد تذكر يا جالاجر لقد رايت الكثير لكن دعني اقل لك نصيحه مهمه قد يخشاك الناس وقد يهابونك لكن هناك شيئين يجعلان الناس يثورون ضدك ،ولا يبالون بالموت هذان الشيئان هما الدين وحرمه النساء اياك ان تدنو منهما اذا اردت ان تظل مهابا مطاعا فلا يحاول احد التمرد علي سلطتك،
1,Positive,استثنائي ممتاز بكل ما تحمله الكلمه من معني لا شيئ
2,Mixed,عدم الالتزام مع النزيل الهدوء و المواصلات الي الحرم تم الاتصال باحد موظفين الحجز بخصوص الدخول المبكر الساعه الواحده والنصف ظهرا وتم الاتفاق علي ذلك الا انه عند الوصول لم يتم تسجيل الدخول الا عند الاساعه الرابعه والنصف وكذلك تغير سعر وجبه الافطار كان ريال اول يوم وثاني يوم كان وهذه اول مره في حياتي تحصل معي وكذلك جهاز السحب الخاص بالفيزا عطلان وطلب مني الموظف الدفع كاش وغير الحجز من يومين الي يوم واحد علي ان اقوم بحجز اليوم الثاني غدا مما جعلني في قلق ارجو ان تصل هذه الملاحظات الي الشركه الام لسلسله فنادق مرديان للتنبه علي الموظفين بحسن التعامل مع النزلاء وشكرا
0,Negative,قبل ان ابدا كلامي عن روايه نيكروفيليا القصه القصيره نيكروفيليا هي اول عمل للكاتبه شيرين هنائي يقع في يدي بعيدا عن وجهه نظري و راي الشخصي الذي ساكتبه في التالي من السطور اعلن اعجابي باسلوب شيرين السهل الممتع و اشهد لها ايضا بدقه الوصف تشعر و انت تقرا انك تري ما يحدث بكل سهوله لست في حاجه لتخيله لان وصف شيرين لادق النفاصيل جعلني اري لا اتخيل في بدايه الروايه احسست بروح و اسلوب د احمد خالد توفيق في طريقه الوصف الدقيق للاشياء و اسلوبه المميز في الكتابه لا اقول ان شيرين استنسخت اسلوبه و لكنها بدت متاثره به كثيرا لكن لشيرين هنائي قلم و اسلوب مختلف بالتاكيد ا نيكروفيليا الخلاف و الاختلاف من وجهه نظري الشخصيه اري في الروايه اختلاف و خلاف مع وجهه نظري و منطقي الشخصي الاختلاف يكمن في موضوع الروايه رغم عدم اهميته بدرجه كبيره شئ نادر الحدوث و حتي و ان حدث لا يحدث في مجتمعنا العربي و لكن اختيار شيرين للكتابه عن هذا الموضوع الشائك و في اعتقادي انه لم يناقش من قبل يعد اختلافا و تميزا كان بامكان شيرين ان تختار موضوعا اخر اكثر عمقا و وجودا في المجتمع الخلاف خلافي في وجهه النظر مع الروايه يكمن في عده نقاط الكاتبه قامت بطرح مشكله مرض نفسي حاله معينه عندما نعرض مشكله نوضح كل جوانبها لكن شيرين اكتفت بكلمتين عن معني نيكروفيليا يستطيع اي شخص استخراجهم من ويكيبيديا لم تاخذنا في دراما نفسيه تحدثنا عن المرض و اعراضه بالشكل الكافي ناقشت هذا المرض النفسي بشكل سطحي جدا كان يحتاج لتعمق اكثر بكثير منسيه الشخصيه الاساسيه في الروايه عمرها عاما مفيش مشكله لكن ان تصور الكاتبه بنت ال عاما و كانها انثي كامله ناضجه تملئها شهوه جنسيه عارمه بنت في سن عام و تفتن بجسد جاسر و رائحته و تتخيله و تتمني ان تكون معه و ايضا تشعر بالغيره الشديده عليه الكاتبه نفسها تسال كيف للبنت تري اي خبرات جسديه مرت بها هذه الفتاه ؟ و ما معرفتها بالعلاقات الحميميه في هذا السن ؟ جاء تفسر الكاتبه بعدها بكل بساطه منسيه في الثالثه عشر تتفجر داخلها اضطرابات هرمونيه و رغبات غير مبرره منسيه هل تستطيع ان تلمس جبينه المقطب ؟ ان تتحسس عنقه ؟ تكاد تشعر ياناملها الهشه تجري علي عنقه الاسمر و الشعر الخشن علي ذقنه ؟ كل ذلك ملك لاخري من هي ؟ كيف هي ؟ و ماذا تريد ؟ هل تاخذ مكانها منسيه و هل لها مكان اصلا رموز جنسيه محتشده في كل تصوراتها و رسوماتها منسيه عندما يسال جاسر منسيه كيف يمكن ان يستخدم شخص كلمه جنس بشكل مباشر مع طفله استطيع ان اتفهم حب منسيه لجاسر حاجه للحنان و الامان كيف اذن انقلب الي اشتهاء جنسي من طفله حتي و ان كان مرضي و غير طبيعي لا استطيع ان اقتنع ان يمكن لطفله عاما ان تفعل اشياء كثيره جدااا ذكرت في الاحداث حتي و ان كان مرضيا و نفسيا اذن منسيه بنت ال عام ظهرت لديها رغبه جنسيه جامحه لا يوجد منطق يفسر وجودها في مثل هذه المرحله السنيه حتي و ان كانت تري ما يحدث بين ابيها و زوجته من علاقه حميمه و حتي بعد تجربتها الجنسيه مع صديقتها فوتنه صديقه منسيه تقيم علاقات شاذه و خاطئه مع الاطفال و هي التي استدرجت منسيه لعمل معها تصرف شاذ و غير طبيعي هنا ظهور اخر لاشتهاء جنسي شاذ لطفله في سن مبكر جدا فاجاه بدون سابق مقدمات او مراحل تتحول منسيه لمضاجعه جثث الموتي و الاستمتاع بهم جنسيا بمساعده صديقتها فوتنه اضافه الثغرات الي ذكرتها سابقا كيف في نهايه الروايه تقوم بنتين عمرهم او سنه بجريمه قتل لا اعرف لماذا اختارت الكاتبه سن تحديدا و لماذا جعلت بطله القصه طفله و ليس طفل مع ان المرض شائع اكثر ذكوريا لماذا لم تتعمق اكثر و توضح كيف وصلت منسيه لمضاجعه الجثث فجاه بعد ان تركت جاسر تظهر لنامنسيه تفعل ذلك اذا كانت الكاتبه تود طرح مشكله هذا المرض النفسي النادر فهي لم تفعل ذلك اذا كانت الكاتبه ارادت ان تكتب رعبا علي العكس حدث معي بعضها كان مضحكا و مبالغ فيه في النهايه ماذا استفدت من قراءه الروايه للاسف لا شئ استطيع ان اعتبر نيكروفيليا قصه قصيره للجيب تسلي بها وقتك في اقل من ساعه لكن كعمل ادبي روائي لا يمكن ذلك كل ما كتبت عباره عن راي شخصي كل الاحترام للكاتبه شيرين هنائي كل الاحترام للراي الاخر المعجب بالروايه
0,Negative,اول تجربه لي مع الغزالي تمنيت كثيرا عن احب الكتاب، لكنني لم استطع مواضيع الكتاب كانت جميله، كنت ساحبه اكثر لو استطرد الغزالي اكثر في المواضيع بدلا عن اقتباس ماقاله ديل كارنجي وغيره ومن ثم ربطها بايه او حديث انا بالعموم لا اميل لقراءه الكتب التي تصنف تحت تنميه الذات، اظن ان ذلك عائد لكثره المحاضرات والدورات التي حضرتها في فتره من الفترات لدرجه اني تشبعت منها تماما
1,Positive,جيد الي حد ما الموقع وابتسامه الموظفينوالانترنت تاخير الدخول ساعه انتظار تقريباماء الدوش حرارته ظعيفه مره بارد ومره دافئ
2,Mixed,الفندق نظيف وسعره مناسب ولكن لا يوجد تعاون من طاقم العمل وبطيئين في اداء الخدمه سعر الفندقنظافته بعض طاقم العمل بطيئين في تاديه الخدمهولا توجد مواقف مناسبهاقترح علي الفنادق عمل مواقف كل اول دورين تكون مواقف او اقل شي كل اول دور لان مكه كثير يجيها زوار من دول الخليج بسياراتهم
1,Positive,فندق رائع فندق ممتاز ورائع وخدمه ممتازه ، والافطار مميز ، اشكر القائمين علي هذا الفندق ، واتمني زبارته مره اخري ينقصه كافيه باللوبي
2,Mixed,هذه هي تجربتي الثانيه مع الغيطاني و لم تكن البدايه مع الروايه مبشره اذ انتابني شعور بالملل و احسست بعدم اتزان من الاسلوب شعور بعدم الترابط و التشتت جعلني انفر قليلا من الروايه لكن سرعان ما غلب التشويق علي الروايه من بدايه فضل التكوين جعلني اتابعها متحمسا و ملتهما صفحاتها القليله بسرعه تحكي الروايه عن ابطال من زمن فات زمن ما بعد احتلال اسرائيل لسيناء عام عن ابراهيم الرفاعي و فرقته قتال مصطفي و ابو الفضل و وسام و علاء عن شجاعه بلغت حد المستحيل و تعدت الممكن روايه جيده و يمكن انهائها في جلسه واحده فعدد صفحاتها يتعدي المائه بقليل
2,Mixed,ضعت في هذا الكتاب بالمعني السيء لم اجد نفسي اتذكر اي سطر بالذات ربما لو اختصرت الكاتبه قليلا ففي الاخير الموت واحده ولانعرف عنها اكثر مما نراه و نجربه عائشه في حاله لاتحسد عليها العيش بنار الذنب و الندم جحيم في حد ذاته،خلال قرائتي لنوبات انهيارها وجدت نفسي اطلب لها زجاجات من الماء لترتاح قليلا و لكنها كشخصيه رفضت تزويدها باي شيء من الحياه يفسد عليها متعه تعلقها المريض بالموت لغه جميله طغتها الكابه
1,Positive,رائع الرفاهيه والاثاث والموقع السرير دون المستوي الصحي
2,Mixed,الشاطئ جميل المكان مناسب للراحه الحمام قديم جدا وعمره
0,Negative,ضعيف النت فقط قريب من مول الامارات فقط بعيد عن الاماكن السياحه الكبيره قلت التكاسي ريحت الفندق بالعمووم مخيسهوماعاد ارجع له ويبعد عن المطار يمكن نص ساعه بالسياره
1,Positive,كتاب رائع مؤثر وقوي يحمل الكتاب مشاعر حزينه وشجن قوي تظهر اثرها علي القارء صاحب الشاعر الجياشه رغم انه يحمل ظاهره العنصريه الحديثه للقرن ال الا انه يظهر الرحمه الاثار والتضحيات لبعض الشخصيات ويحتضن الولاء الخالص في الحب والمشاعر الصادقه بينما كنت اقرا الكتاب وانني لارا عيناي تدمعان من شده الاسي علي هاذه الشخصيه الضعيفه عيسي
1,Positive,عيبه الوحيد بعده نسبيا عن الحرم بالرغم من تواجد باص للتوصيل للحرم سعر الغرفه نوعا ما غاليه مقارنه بواقع الفندق الذي اعطيه نجوم وليس نجوم
1,Positive,قليل من الناس يبرع في وصف حاله واحده مدي لا وجود له في الواقع بقدر الذات المعنيه من الداخل ، وهاروكي بارع جدا في تقديم شخصيه تتمحور فيها الاشياء وتتمحور هي في داخلها ، فنشعر بالمفردات ترسمنا ، كالارق والنعاس ، النوم والاستيقاظ واليقظه ، مقسمه علي بشر العالم ، لكن لكل منا نعاس وارق وعمق يختص في الذات وتختلف من ذات الي اخري ، فعند النوم الثلث من الحياه يختفي ، والثلث ينزوي بالاعمال الغرائزيه ، والحد الادني من الوقت المتبقي خاضع للعبه الحظ ، ولو الطبيعه اهدتنا وقت كامل خالي من كل الامور التي تستنزفه ، مالذي سيحدث ، ظلام ام نور ام الوان متعدده ، ام ان فكره الابديه تتجسد في ذلك
1,Positive,كتاب مفيد وراائع يتميز بالشموليه والبساطه والسلاسه واروع ما فيه فصوله المقسمه لعناوين عريضه وفرعيه، مما يسهل عمليه القراءه ويقتل الملل وهذه بعض الاقتباسات الرائعه الايمان تذوق ووجدان يحمل الفكره من سماء العقل الي قراره القلب فيجعلها للنفس ريا وغذاء يدخل في كيانها ويصبح عنصرا من عناصر حياتها الايمان يحول الفكره قوه دافعه فعاله خلاقه لا يقف في سبيلها شيء في الكون الا استهانت به فرق كبير بين ان تري الراي وان تعتقده اذا رايت الراي فقد ادخلته في دائره معلوماتك واذا اعتقدته جري في دمك وسري في مخ عظامك وتغلغل في اعماق قلبك ان العقل يقبل ان تكون الظروف الطبيعيه صالحه لاحداث الخراب والهلاك لكنه من غير المعقول ان تكون هذه الظروف صالحه لتفسير الخلق البديع والتصوير والتكوين المنظم المتقنز لا يجوز للانسان ان يتنطع الي وصف اثبته الله جل جلاله لنفسه فينفي هذا الوصف عن الله متهجما علي رب السموات والارض مدعيا عليه ان هذا الوصف الذي تمدح به نفسه لا يليق به وانه ينفيه عنه وياتيه بالكمال من كيسه الخاص فهذا جنون وهوس ولا يذهب اليه الا من طمس الله بصائرهم
1,Positive,الاسلام كبديل، الكتاب موجه للقارئ الغربي بالاساس لذا ربما لا يجده القارئ المسلم جديدا او يحمل شيئا مختلفا ربما في معظم فصوله، لكني اراه يقدم تلخيصا مهما وممتعا ومفيدا عن جوانب مختلفه في الاسلام كالايمان والقدر والفقه والتصوف والنظام السياسي والاقتصادي والاجتماعي ما يجعله يصلح كمرجع سريع عند الحديث عنها كان الفصل الاخير الذي اسهب فيه الكاتب في الحديث عن حرب البوسنه مؤلما حقا شرح فيه ابعاد الماساه وتعامل الاطراف الدوليه معها ما يوضح كيف يري الغرب الاسلام وكيف ان المشكله تكمن في الشعور المعادي للاسلام في الغرب وليس في سوء فهم الغربيين لبعض القضايا عن الاسلام
0,Negative,ضعيف جدا الفرش كلها قديم لايوجد مواقف سيارات
0,Negative,بصراحه من اغرب ما قراءت سوف احاول شرح الكتاب بموضوعيه و باختصار قدر المستطاع الكتاب مقسم الي قصه قصيره بسيطه و فكرتها متداوله بها الكثير من الذكريات فيروز، افلام و راديو وفجاءه و دون اي مقدمات ومضات لم ادرك في البدايه اهي تكمله القصه ام هي قصه جديده و الكتاب عباره عن مجموعه قصصيه ؟؟ قصه انجليزيه من القرون الوسطي تقريبا مترجمه باسلوب غير شيق بالمره ، الكثير من الصلاوات و الاصحاح و انجيل لوقا ، انجيل يوحنا، انجيل متي هل الكاتب يقصد ان هذه القصه من الانجيل؟؟؟ النهايه ثم اهلا بكم مره اخري اليس، باني باني ،صفحتين اغنيه غراندايزر ، انثي الحلزونه، نقل اجزاء كامله من مسرحيه و برامج و انوشكا و بثينه كامل النهايه اين القصه ؟؟؟ و في الختام بحث في انواع طرد الارواح و تعريفها في الديانات المختلفه
2,Mixed,اسوء فنادق نجوم الفندق لايصنف من الفنادق نجوم الغرف قدييمه
2,Mixed,حسن السرير غير مريح ودوره الماه صغيره
2,Mixed,زياده السعر الهدوء زياده السعر الي الضعف بدون مبرر كثير علي الفندق
1,Positive,رائع الشقه نظيفه وخدمه فندقيه عاليه المستوياشكر الاخوان في الاستقبال جميعهم وخاصه مدير الفرع الاستاذ عامر البلوشي
2,Mixed,مرضي صوت المكيف الخارجي وبالذات الموجود امام المصعد
0,Negative,ضعيف الفندق غير نظيف
2,Mixed,حسيت بغباء للحظه في الاخر في روايات مبعرفش اقوا رايي فيها مالك و بره الدنيا منهم
0,Negative,سيئه لا شيئ تاخر التسجيل المكيفات لا تعمل الثلاجه لا تعمل تغيير نوع الغرف لا يوجد خدمات
1,Positive,جيد جدا فندق نظيف لا شي
0,Negative,قاعده الروايه من فكره ، ومكان ، والتركيب النفسي للشخصيات ، كانت تؤهلها لقصه افضل ، وروايه اكثر متعه وابداعا كان من الممكن ان يخرج شيء عظيم من هذه الروايه ولكن الكاتب منحها بعدا دراميا مشابها لافلام الاطفال علي التلفاز غلاف الروايه ملفت وجميل جدا
0,Negative,مااك وما ادراك ما ماك يا عالم كان كوويس واحبه لين انتشر مقطع انهم يغسلون الخس بغساله الملابس وينشفونه بالنشاف المشكله يستخدمون الغساله لملابس اظن او فوط او شي زي كذا ف حمممممت كبدي صراحه ولا ودي اكل منه بعد مع اني احبه بس النظافه اهم شي
1,Positive,عقولنا تبهرنا دائما وابدا هي التي تقودنا ثم تسخر بعد ذلك من اختياراتنا فالنهايات دائما وابدا قدريه الا اننا نختار دائما وابدا اي طريق نسلكه الي تلك النهايات وبها نجد اللقاء لا شيء يدوم في هذه الدنيا حتي الموت ولكن هناك حالات ملعونه قد تصل بنا الي اعلي جرجات اليقين من استمراريتهاالي الابد كتلك التي اعيشها الان كتاب رائع بالنسبه لكونه تجربه اولي لرهام راضي جعلني انتقل ما بين الشجن، البكاء، وحتي الضحك بصوت عال ربما كانت صفحاته الاولي تصدمك من سطحيه الحوار وركاكه الاسلوب المستخدم في لغه بينار العبادي الصحفيه الشابه مع اصدقائها لكن سرعان ما تاسرك الكاتبه بوصفها الدقيق لمكنونات النفس اري انه كتاب يستحق القراءه
1,Positive,من اجمل ما قرات بلقيس يا بلقيس يا دمعا ينقط فوق اهداب الكمان علمت من قتلوك اسرار الهوي وبيروت التي قتلتك لا تدري جريمتها وبيروت التي عشقتك تجهل انها قتلت عشيقتها
1,Positive,اقل من المتوقع متاثر كثيرا بعماره يعقوبيان و عين نفسه قاضي في نهايه الروايه شخصيات كثيره لم تاخذ حقها في حين ان اسلوب الكتابه و الترتيب مشيق جدا
0,Negative,فندق مشي حالك الي يحب الشقق المفروشه بيعجبه هذا الفندق طلبت سرير اطفال و احضروه لي ولم يكن نظيف، بالاضافه الي احساسي بنوع من العنصريه في التعالم كوني سعودي لم اجد نفس الابتسامه المقدمه للسائح الاوروبي ، عندي عن استخدامي للمني بار افدت باني لم استخدمه و اصرو للذهاب للغرفه للتاكد من ذالك بانفسهم
2,Mixed,في كل حدث تاريخي كان لسلمي الدور العظيم هذا مايجب ان نكون عليه
2,Mixed,فوضي الحواس اثبتت لي انها ابلغ من رتابه حواسنا
2,Mixed,الجزء الثاني من روايه حكومه الظل ، مع انها تحمس واحداثها متسلسله ومافيها ملل الا انها كانت ثقيله علي قلبي وبصعوبه خلصتها ، ممكن بسبب كثره شخصياتها والخربطه الي تصير لي مع اسمائهم او بسبب احلام البطل الي تهزه كل مره يفكر فيها يتراجع او الصدف الي تلعب دور لحل واكتشاف بعض الامور المهم ان تم فيها فك الغاز الجزء الاول ووضع نهايه للاحداث ، النهايه جدا عاديه وفي شي كان منرفزني هو سالفه دلال ماعرفت وش غرضها من الي سوته وايش الفايده الي اضافتها للروايه
1,Positive,جيد نظافه الفندق والمفارش ورحابه عمال النظافه الموقع في منطقه هادئه مسموح بالزوار موظفين الاستقبال غير لائقين للفندق صراحه وغير مبتسمين وتاخير بالتشك ان والتشك اوت تقريبا جلسنا ساعه كامله الموقع بعيد عن الظوظاء يعني بالليل خرمس ماحولك احد
2,Mixed,انهيت الكتاب، و ما زالت مصابه بدوار البحر هذه الروايه تحكي قصه بالداسار امبرياكو، التاجر الجنوي المشرقي، صاحب الجذور العريقه رحلته بحثا عن كتاب الاسم المئه، و يومياته مع البحر و المدن و الاماكن و الاشخاص و كل الحديث عن نهايه العالم الوشيكه الروايه مكتنزه بالاشخاص و المدن الكثيره و تتيح لك زيارتها خيالا، كما تتناول بعض الجوانب الدينيه و رحله بالداسار مع نفسه و شكوكه القاتله كما يضم الكتاب تلك التداخلات الدينيه المعتاده عند امين معلوف و التي تستوجب عليك ان تكون متسامحا بقدر ما لتجاري حياد الكاتب
1,Positive,كتاب رائع جدا من افضل الكتب التي تتعامل مع الذكاء العاطفي وطرق التعامل مع الناس قرات كثير من الكتب التي تتعلق بالذكاء الاجتماعي والعاطفي مثل الكتاب الشهير الفوز مع الناس ولكني لم اصل لبغيتي الا في هذا الكتاب اسال الله ان يجزي مؤلفه خير الجزاء
2,Mixed,حسن وجود باص مكييف للحرم كل ساعه الاثاث متهالك بعض الشيء
1,Positive,فندق دار الايمان الموقع عدم توفر الغرفه قبل الرابعه عصراحفظ الشنط في الامانات بطريقه بدائيه
1,Positive,سيجذبك الي كلماته حتما ، و ستجد نفسك انت بغرابه الوجه الذي لاملامح ، مع كل صفحه سترسم ملامح قلبك ، خطواتك ، احلامك ، خيباتك ، افراحك و تساؤلاتك راقني تلاعبه بالكلمات الي هذا المدي المدهش، رغم بعض الاخطاء النحويه اجده كاتبا متفردا
0,Negative,للاسف خدمتهم واستقبالهم سيء جدا جدا جدا
